t;V;Vx;Vy;h;d;alpha;
0.57;7.22;7.07;1.48;7.44;4.03;0.21;
0.57;7.22;7.07;1.48;7.44;4.03;0.21;
0.57;7.22;7.07;1.48;7.44;4.03;0.21;
0.57;7.22;7.07;1.47;7.44;4.03;0.21;
0.57;7.22;7.07;1.47;7.44;4.04;0.21;
0.57;7.22;7.07;1.47;7.44;4.04;0.20;
0.57;7.22;7.07;1.47;7.44;4.04;0.20;
0.57;7.22;7.07;1.47;7.44;4.04;0.20;
0.57;7.22;7.07;1.46;7.44;4.04;0.20;
0.57;7.22;7.07;1.46;7.44;4.04;0.20;
0.57;7.22;7.07;1.46;7.44;4.04;0.20;
0.57;7.22;7.07;1.46;7.44;4.05;0.20;
0.57;7.22;7.07;1.46;7.44;4.05;0.20;
0.57;7.22;7.07;1.45;7.44;4.05;0.20;
0.57;7.22;7.07;1.45;7.44;4.05;0.20;
0.57;7.22;7.07;1.45;7.44;4.05;0.20;
0.57;7.22;7.07;1.45;7.44;4.05;0.20;
0.57;7.22;7.07;1.45;7.44;4.05;0.20;
0.57;7.22;7.07;1.44;7.44;4.06;0.20;
0.57;7.22;7.07;1.44;7.44;4.06;0.20;
0.57;7.22;7.07;1.44;7.44;4.06;0.20;
0.57;7.22;7.07;1.44;7.44;4.06;0.20;
0.57;7.22;7.07;1.44;7.44;4.06;0.20;
0.57;7.22;7.07;1.43;7.44;4.06;0.20;
0.57;7.21;7.07;1.43;7.44;4.06;0.20;
0.57;7.21;7.07;1.43;7.44;4.07;0.20;
0.58;7.21;7.07;1.43;7.44;4.07;0.20;
0.58;7.21;7.07;1.43;7.44;4.07;0.20;
0.58;7.21;7.07;1.43;7.44;4.07;0.20;
0.58;7.21;7.07;1.42;7.45;4.07;0.20;
0.58;7.21;7.07;1.42;7.45;4.07;0.20;
0.58;7.21;7.07;1.42;7.45;4.07;0.20;
0.58;7.21;7.07;1.42;7.45;4.08;0.20;
0.58;7.21;7.07;1.42;7.45;4.08;0.20;
0.58;7.21;7.07;1.41;7.45;4.08;0.20;
0.58;7.21;7.07;1.41;7.45;4.08;0.20;
0.58;7.21;7.07;1.41;7.45;4.08;0.20;
0.58;7.21;7.07;1.41;7.45;4.08;0.20;
0.58;7.21;7.07;1.41;7.45;4.08;0.20;
0.58;7.21;7.07;1.40;7.45;4.08;0.20;
0.58;7.21;7.07;1.40;7.45;4.09;0.20;
0.58;7.21;7.07;1.40;7.45;4.09;0.20;
0.58;7.21;7.07;1.40;7.45;4.09;0.20;
0.58;7.21;7.07;1.40;7.45;4.09;0.19;
0.58;7.21;7.07;1.39;7.45;4.09;0.19;
0.58;7.21;7.07;1.39;7.45;4.09;0.19;
0.58;7.21;7.07;1.39;7.45;4.09;0.19;
0.58;7.21;7.07;1.39;7.45;4.10;0.19;
0.58;7.21;7.07;1.39;7.45;4.10;0.19;
0.58;7.21;7.07;1.38;7.45;4.10;0.19;
0.58;7.21;7.07;1.38;7.45;4.10;0.19;
0.58;7.20;7.07;1.38;7.45;4.10;0.19;
0.58;7.20;7.07;1.38;7.45;4.10;0.19;
0.58;7.20;7.07;1.38;7.45;4.10;0.19;
0.58;7.20;7.07;1.38;7.45;4.11;0.19;
0.58;7.20;7.07;1.37;7.45;4.11;0.19;
0.58;7.20;7.07;1.37;7.45;4.11;0.19;
0.58;7.20;7.07;1.37;7.45;4.11;0.19;
0.58;7.20;7.07;1.37;7.45;4.11;0.19;
0.58;7.20;7.07;1.37;7.45;4.11;0.19;
0.58;7.20;7.07;1.36;7.45;4.11;0.19;
0.58;7.20;7.07;1.36;7.45;4.12;0.19;
0.58;7.20;7.07;1.36;7.45;4.12;0.19;
0.58;7.20;7.07;1.36;7.45;4.12;0.19;
0.58;7.20;7.07;1.36;7.45;4.12;0.19;
0.58;7.20;7.07;1.35;7.45;4.12;0.19;
0.58;7.20;7.07;1.35;7.46;4.12;0.19;
0.58;7.20;7.07;1.35;7.46;4.12;0.19;
0.58;7.20;7.07;1.35;7.46;4.12;0.19;
0.58;7.20;7.07;1.35;7.46;4.13;0.19;
0.58;7.20;7.07;1.34;7.46;4.13;0.19;
0.58;7.20;7.07;1.34;7.46;4.13;0.19;
0.58;7.20;7.07;1.34;7.46;4.13;0.19;
0.58;7.20;7.07;1.34;7.46;4.13;0.19;
0.58;7.20;7.07;1.34;7.46;4.13;0.19;
0.58;7.20;7.07;1.33;7.46;4.13;0.19;
0.58;7.20;7.07;1.33;7.46;4.14;0.19;
0.59;7.20;7.07;1.33;7.46;4.14;0.19;
0.59;7.19;7.07;1.33;7.46;4.14;0.19;
0.59;7.19;7.07;1.33;7.46;4.14;0.19;
0.59;7.19;7.07;1.33;7.46;4.14;0.19;
0.59;7.19;7.07;1.32;7.46;4.14;0.19;
0.59;7.19;7.07;1.32;7.46;4.14;0.18;
0.59;7.19;7.07;1.32;7.46;4.15;0.18;
0.59;7.19;7.07;1.32;7.46;4.15;0.18;
0.59;7.19;7.07;1.32;7.46;4.15;0.18;
0.59;7.19;7.07;1.31;7.46;4.15;0.18;
0.59;7.19;7.07;1.31;7.46;4.15;0.18;
0.59;7.19;7.07;1.31;7.46;4.15;0.18;
0.59;7.19;7.07;1.31;7.46;4.15;0.18;
0.59;7.19;7.07;1.31;7.46;4.16;0.18;
0.59;7.19;7.07;1.30;7.46;4.16;0.18;
0.59;7.19;7.07;1.30;7.46;4.16;0.18;
0.59;7.19;7.07;1.30;7.46;4.16;0.18;
0.59;7.19;7.07;1.30;7.46;4.16;0.18;
0.59;7.19;7.07;1.30;7.46;4.16;0.18;
0.59;7.19;7.07;1.29;7.46;4.16;0.18;
0.59;7.19;7.07;1.29;7.46;4.17;0.18;
0.59;7.19;7.07;1.29;7.46;4.17;0.18;
0.59;7.19;7.07;1.29;7.46;4.17;0.18;
0.59;7.19;7.07;1.29;7.46;4.17;0.18;
0.59;7.19;7.07;1.28;7.46;4.17;0.18;
0.59;7.19;7.07;1.28;7.46;4.17;0.18;
0.59;7.19;7.07;1.28;7.46;4.17;0.18;
0.59;7.19;7.07;1.28;7.47;4.17;0.18;
0.59;7.19;7.07;1.28;7.47;4.18;0.18;
0.59;7.19;7.07;1.28;7.47;4.18;0.18;
0.59;7.18;7.07;1.27;7.47;4.18;0.18;
0.59;7.18;7.07;1.27;7.47;4.18;0.18;
0.59;7.18;7.07;1.27;7.47;4.18;0.18;
0.59;7.18;7.07;1.27;7.47;4.18;0.18;
0.59;7.18;7.07;1.27;7.47;4.18;0.18;
0.59;7.18;7.07;1.26;7.47;4.19;0.18;
0.59;7.18;7.07;1.26;7.47;4.19;0.18;
0.59;7.18;7.07;1.26;7.47;4.19;0.18;
0.59;7.18;7.07;1.26;7.47;4.19;0.18;
0.59;7.18;7.07;1.26;7.47;4.19;0.18;
0.59;7.18;7.07;1.25;7.47;4.19;0.18;
0.59;7.18;7.07;1.25;7.47;4.19;0.18;
0.59;7.18;7.07;1.25;7.47;4.20;0.17;
0.59;7.18;7.07;1.25;7.47;4.20;0.17;
0.59;7.18;7.07;1.25;7.47;4.20;0.17;
0.59;7.18;7.07;1.24;7.47;4.20;0.17;
0.59;7.18;7.07;1.24;7.47;4.20;0.17;
0.59;7.18;7.07;1.24;7.47;4.20;0.17;
0.59;7.18;7.07;1.24;7.47;4.20;0.17;
0.59;7.18;7.07;1.24;7.47;4.21;0.17;
0.59;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.23;7.47;4.21;0.17;
0.60;7.18;7.07;1.22;7.47;4.22;0.17;
0.60;7.18;7.07;1.22;7.47;4.22;0.17;
0.60;7.18;7.07;1.22;7.47;4.22;0.17;
0.60;7.18;7.07;1.22;7.47;4.22;0.17;
0.60;7.17;7.07;1.22;7.47;4.22;0.17;
0.60;7.17;7.07;1.21;7.47;4.22;0.17;
0.60;7.17;7.07;1.21;7.47;4.22;0.17;
0.60;7.17;7.07;1.21;7.47;4.22;0.17;
0.60;7.17;7.07;1.21;7.47;4.23;0.17;
0.60;7.17;7.07;1.21;7.47;4.23;0.17;
0.60;7.17;7.07;1.20;7.47;4.23;0.17;
0.60;7.17;7.07;1.20;7.47;4.23;0.17;
0.60;7.17;7.07;1.20;7.48;4.23;0.17;
0.60;7.17;7.07;1.20;7.48;4.23;0.17;
0.60;7.17;7.07;1.20;7.48;4.23;0.17;
0.60;7.17;7.07;1.19;7.48;4.24;0.17;
0.60;7.17;7.07;1.19;7.48;4.24;0.17;
0.60;7.17;7.07;1.19;7.48;4.24;0.17;
0.60;7.17;7.07;1.19;7.48;4.24;0.17;
0.60;7.17;7.07;1.19;7.48;4.24;0.17;
0.60;7.17;7.07;1.18;7.48;4.24;0.17;
0.60;7.17;7.07;1.18;7.48;4.24;0.17;
0.60;7.17;7.07;1.18;7.48;4.25;0.17;
0.60;7.17;7.07;1.18;7.48;4.25;0.17;
0.60;7.17;7.07;1.18;7.48;4.25;0.16;
0.60;7.17;7.07;1.18;7.48;4.25;0.16;
0.60;7.17;7.07;1.17;7.48;4.25;0.16;
0.60;7.17;7.07;1.17;7.48;4.25;0.16;
0.60;7.17;7.07;1.17;7.48;4.25;0.16;
0.60;7.17;7.07;1.17;7.48;4.26;0.16;
0.60;7.17;7.07;1.17;7.48;4.26;0.16;
0.60;7.17;7.07;1.16;7.48;4.26;0.16;
0.60;7.17;7.07;1.16;7.48;4.26;0.16;
0.60;7.17;7.07;1.16;7.48;4.26;0.16;
0.60;7.17;7.07;1.16;7.48;4.26;0.16;
0.60;7.16;7.07;1.16;7.48;4.26;0.16;
0.60;7.16;7.07;1.15;7.48;4.27;0.16;
0.60;7.16;7.07;1.15;7.48;4.27;0.16;
0.60;7.16;7.07;1.15;7.48;4.27;0.16;
0.60;7.16;7.07;1.15;7.48;4.27;0.16;
0.60;7.16;7.07;1.15;7.48;4.27;0.16;
0.60;7.16;7.07;1.14;7.48;4.27;0.16;
0.60;7.16;7.07;1.14;7.48;4.27;0.16;
0.60;7.16;7.07;1.14;7.48;4.27;0.16;
0.60;7.16;7.07;1.14;7.48;4.28;0.16;
0.60;7.16;7.07;1.14;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.28;0.16;
0.61;7.16;7.07;1.13;7.48;4.29;0.16;
0.61;7.16;7.07;1.12;7.48;4.29;0.16;
0.61;7.16;7.07;1.12;7.48;4.29;0.16;
0.61;7.16;7.07;1.12;7.48;4.29;0.16;
0.61;7.16;7.07;1.12;7.48;4.29;0.16;
0.61;7.16;7.07;1.12;7.49;4.29;0.16;
0.61;7.16;7.07;1.11;7.49;4.29;0.16;
0.61;7.16;7.07;1.11;7.49;4.30;0.16;
0.61;7.16;7.07;1.11;7.49;4.30;0.16;
0.61;7.16;7.07;1.11;7.49;4.30;0.16;
0.61;7.16;7.07;1.11;7.49;4.30;0.16;
0.61;7.16;7.07;1.10;7.49;4.30;0.15;
0.61;7.16;7.07;1.10;7.49;4.30;0.15;
0.61;7.16;7.07;1.10;7.49;4.30;0.15;
0.61;7.16;7.07;1.10;7.49;4.31;0.15;
0.61;7.16;7.07;1.10;7.49;4.31;0.15;
0.61;7.16;7.07;1.09;7.49;4.31;0.15;
0.61;7.15;7.07;1.09;7.49;4.31;0.15;
0.61;7.15;7.07;1.09;7.49;4.31;0.15;
0.61;7.15;7.07;1.09;7.49;4.31;0.15;
0.61;7.15;7.07;1.09;7.49;4.31;0.15;
0.61;7.15;7.07;1.08;7.49;4.31;0.15;
0.61;7.15;7.07;1.08;7.49;4.32;0.15;
0.61;7.15;7.07;1.08;7.49;4.32;0.15;
0.61;7.15;7.07;1.08;7.49;4.32;0.15;
0.61;7.15;7.07;1.08;7.49;4.32;0.15;
0.61;7.15;7.07;1.08;7.49;4.32;0.15;
0.61;7.15;7.07;1.07;7.49;4.32;0.15;
0.61;7.15;7.07;1.07;7.49;4.32;0.15;
0.61;7.15;7.07;1.07;7.49;4.33;0.15;
0.61;7.15;7.07;1.07;7.49;4.33;0.15;
0.61;7.15;7.07;1.07;7.49;4.33;0.15;
0.61;7.15;7.07;1.06;7.49;4.33;0.15;
0.61;7.15;7.07;1.06;7.49;4.33;0.15;
0.61;7.15;7.07;1.06;7.49;4.33;0.15;
0.61;7.15;7.07;1.06;7.49;4.33;0.15;
0.61;7.15;7.07;1.06;7.49;4.34;0.15;
0.61;7.15;7.07;1.05;7.49;4.34;0.15;
0.61;7.15;7.07;1.05;7.49;4.34;0.15;
0.61;7.15;7.07;1.05;7.49;4.34;0.15;
0.61;7.15;7.07;1.05;7.49;4.34;0.15;
0.61;7.15;7.07;1.05;7.49;4.34;0.15;
0.61;7.15;7.07;1.04;7.49;4.34;0.15;
0.61;7.15;7.07;1.04;7.49;4.35;0.15;
0.61;7.15;7.07;1.04;7.49;4.35;0.15;
0.61;7.15;7.07;1.04;7.49;4.35;0.15;
0.62;7.15;7.07;1.04;7.49;4.35;0.15;
0.62;7.15;7.07;1.03;7.49;4.35;0.15;
0.62;7.15;7.07;1.03;7.49;4.35;0.15;
0.62;7.15;7.07;1.03;7.49;4.35;0.14;
0.62;7.15;7.07;1.03;7.49;4.36;0.14;
0.62;7.15;7.07;1.03;7.49;4.36;0.14;
0.62;7.14;7.07;1.03;7.49;4.36;0.14;
0.62;7.14;7.07;1.02;7.50;4.36;0.14;
0.62;7.14;7.07;1.02;7.50;4.36;0.14;
0.62;7.14;7.07;1.02;7.50;4.36;0.14;
0.62;7.14;7.07;1.02;7.50;4.36;0.14;
0.62;7.14;7.07;1.02;7.50;4.36;0.14;
0.62;7.14;7.07;1.01;7.50;4.37;0.14;
0.62;7.14;7.07;1.01;7.50;4.37;0.14;
0.62;7.14;7.07;1.01;7.50;4.37;0.14;
0.62;7.14;7.07;1.01;7.50;4.37;0.14;
0.62;7.14;7.07;1.01;7.50;4.37;0.14;
0.62;7.14;7.07;1.00;7.50;4.37;0.14;
0.62;7.14;7.07;1.00;7.50;4.37;0.14;
0.62;7.14;7.07;1.00;7.50;4.38;0.14;
0.62;7.14;7.07;1.00;7.50;4.38;0.14;
0.62;7.14;7.07;1.00;7.50;4.38;0.14;
0.62;7.14;7.07;0.99;7.50;4.38;0.14;
0.62;7.14;7.07;0.99;7.50;4.38;0.14;
0.62;7.14;7.07;0.99;7.50;4.38;0.14;
0.62;7.14;7.07;0.99;7.50;4.38;0.14;
0.62;7.14;7.07;0.99;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.98;7.50;4.39;0.14;
0.62;7.14;7.07;0.97;7.50;4.40;0.14;
0.62;7.14;7.07;0.97;7.50;4.40;0.14;
0.62;7.14;7.07;0.97;7.50;4.40;0.14;
0.62;7.14;7.07;0.97;7.50;4.40;0.14;
0.62;7.14;7.07;0.97;7.50;4.40;0.14;
0.62;7.14;7.07;0.96;7.50;4.40;0.14;
0.62;7.14;7.07;0.96;7.50;4.40;0.14;
0.62;7.14;7.07;0.96;7.50;4.41;0.13;
0.62;7.14;7.07;0.96;7.50;4.41;0.13;
0.62;7.14;7.07;0.96;7.50;4.41;0.13;
0.62;7.14;7.07;0.95;7.50;4.41;0.13;
0.62;7.13;7.07;0.95;7.50;4.41;0.13;
0.62;7.13;7.07;0.95;7.50;4.41;0.13;
0.62;7.13;7.07;0.95;7.50;4.41;0.13;
0.62;7.13;7.07;0.95;7.50;4.41;0.13;
0.62;7.13;7.07;0.94;7.50;4.42;0.13;
0.62;7.13;7.07;0.94;7.50;4.42;0.13;
0.62;7.13;7.07;0.94;7.50;4.42;0.13;
0.63;7.13;7.07;0.94;7.50;4.42;0.13;
0.63;7.13;7.07;0.94;7.50;4.42;0.13;
0.63;7.13;7.07;0.93;7.50;4.42;0.13;
0.63;7.13;7.07;0.93;7.50;4.42;0.13;
0.63;7.13;7.07;0.93;7.50;4.43;0.13;
0.63;7.13;7.07;0.93;7.50;4.43;0.13;
0.63;7.13;7.07;0.93;7.50;4.43;0.13;
0.63;7.13;7.07;0.92;7.50;4.43;0.13;
0.63;7.13;7.07;0.92;7.50;4.43;0.13;
0.63;7.13;7.07;0.92;7.51;4.43;0.13;
0.63;7.13;7.07;0.92;7.51;4.43;0.13;
0.63;7.13;7.07;0.92;7.51;4.44;0.13;
0.63;7.13;7.07;0.92;7.51;4.44;0.13;
0.63;7.13;7.07;0.91;7.51;4.44;0.13;
0.63;7.13;7.07;0.91;7.51;4.44;0.13;
0.63;7.13;7.07;0.91;7.51;4.44;0.13;
0.63;7.13;7.07;0.91;7.51;4.44;0.13;
0.63;7.13;7.07;0.91;7.51;4.44;0.13;
0.63;7.13;7.07;0.90;7.51;4.45;0.13;
0.63;7.13;7.07;0.90;7.51;4.45;0.13;
0.63;7.13;7.07;0.90;7.51;4.45;0.13;
0.63;7.13;7.07;0.90;7.51;4.45;0.13;
0.63;7.13;7.07;0.90;7.51;4.45;0.13;
0.63;7.13;7.07;0.89;7.51;4.45;0.13;
0.63;7.13;7.07;0.89;7.51;4.45;0.13;
0.63;7.13;7.07;0.89;7.51;4.46;0.13;
0.63;7.13;7.07;0.89;7.51;4.46;0.12;
0.63;7.13;7.07;0.89;7.51;4.46;0.12;
0.63;7.13;7.07;0.88;7.51;4.46;0.12;
0.63;7.13;7.07;0.88;7.51;4.46;0.12;
0.63;7.13;7.07;0.88;7.51;4.46;0.12;
0.63;7.13;7.07;0.88;7.51;4.46;0.12;
0.63;7.13;7.07;0.88;7.51;4.46;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.87;7.51;4.47;0.12;
0.63;7.12;7.07;0.86;7.51;4.47;0.12;
0.63;7.12;7.07;0.86;7.51;4.48;0.12;
0.63;7.12;7.07;0.86;7.51;4.48;0.12;
0.63;7.12;7.07;0.86;7.51;4.48;0.12;
0.63;7.12;7.07;0.86;7.51;4.48;0.12;
0.63;7.12;7.07;0.85;7.51;4.48;0.12;
0.63;7.12;7.07;0.85;7.51;4.48;0.12;
0.63;7.12;7.07;0.85;7.51;4.48;0.12;
0.63;7.12;7.07;0.85;7.51;4.49;0.12;
0.63;7.12;7.07;0.85;7.51;4.49;0.12;
0.63;7.12;7.07;0.84;7.51;4.49;0.12;
0.63;7.12;7.07;0.84;7.51;4.49;0.12;
0.64;7.12;7.07;0.84;7.51;4.49;0.12;
0.64;7.12;7.07;0.84;7.51;4.49;0.12;
0.64;7.12;7.07;0.84;7.51;4.49;0.12;
0.64;7.12;7.07;0.83;7.51;4.50;0.12;
0.64;7.12;7.07;0.83;7.51;4.50;0.12;
0.64;7.12;7.07;0.83;7.51;4.50;0.12;
0.64;7.12;7.07;0.83;7.51;4.50;0.12;
0.64;7.12;7.07;0.83;7.51;4.50;0.12;
0.64;7.12;7.07;0.82;7.51;4.50;0.12;
0.64;7.12;7.07;0.82;7.51;4.50;0.12;
0.64;7.12;7.07;0.82;7.51;4.51;0.12;
0.64;7.12;7.07;0.82;7.51;4.51;0.12;
0.64;7.12;7.07;0.82;7.51;4.51;0.12;
0.64;7.12;7.07;0.82;7.51;4.51;0.11;
0.64;7.12;7.07;0.81;7.51;4.51;0.11;
0.64;7.12;7.07;0.81;7.51;4.51;0.11;
0.64;7.12;7.07;0.81;7.52;4.51;0.11;
0.64;7.12;7.07;0.81;7.52;4.51;0.11;
0.64;7.12;7.07;0.81;7.52;4.52;0.11;
0.64;7.12;7.07;0.80;7.52;4.52;0.11;
0.64;7.12;7.07;0.80;7.52;4.52;0.11;
0.64;7.12;7.07;0.80;7.52;4.52;0.11;
0.64;7.12;7.07;0.80;7.52;4.52;0.11;
0.64;7.12;7.07;0.80;7.52;4.52;0.11;
0.64;7.12;7.07;0.79;7.52;4.52;0.11;
0.64;7.12;7.07;0.79;7.52;4.53;0.11;
0.64;7.12;7.07;0.79;7.52;4.53;0.11;
0.64;7.11;7.07;0.79;7.52;4.53;0.11;
0.64;7.11;7.07;0.79;7.52;4.53;0.11;
0.64;7.11;7.07;0.78;7.52;4.53;0.11;
0.64;7.11;7.07;0.78;7.52;4.53;0.11;
0.64;7.11;7.07;0.78;7.52;4.53;0.11;
0.64;7.11;7.07;0.78;7.52;4.54;0.11;
0.64;7.11;7.07;0.78;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.54;0.11;
0.64;7.11;7.07;0.77;7.52;4.55;0.11;
0.64;7.11;7.07;0.76;7.52;4.55;0.11;
0.64;7.11;7.07;0.76;7.52;4.55;0.11;
0.64;7.11;7.07;0.76;7.52;4.55;0.11;
0.64;7.11;7.07;0.76;7.52;4.55;0.11;
0.64;7.11;7.07;0.76;7.52;4.55;0.11;
0.64;7.11;7.07;0.75;7.52;4.55;0.11;
0.64;7.11;7.07;0.75;7.52;4.55;0.11;
0.64;7.11;7.07;0.75;7.52;4.56;0.11;
0.64;7.11;7.07;0.75;7.52;4.56;0.11;
0.64;7.11;7.07;0.75;7.52;4.56;0.11;
0.64;7.11;7.07;0.74;7.52;4.56;0.10;
0.65;7.11;7.07;0.74;7.52;4.56;0.10;
0.65;7.11;7.07;0.74;7.52;4.56;0.10;
0.65;7.11;7.07;0.74;7.52;4.56;0.10;
0.65;7.11;7.07;0.74;7.52;4.57;0.10;
0.65;7.11;7.07;0.73;7.52;4.57;0.10;
0.65;7.11;7.07;0.73;7.52;4.57;0.10;
0.65;7.11;7.07;0.73;7.52;4.57;0.10;
0.65;7.11;7.07;0.73;7.52;4.57;0.10;
0.65;7.11;7.07;0.73;7.52;4.57;0.10;
0.65;7.11;7.07;0.72;7.52;4.57;0.10;
0.65;7.11;7.07;0.72;7.52;4.58;0.10;
0.65;7.11;7.07;0.72;7.52;4.58;0.10;
0.65;7.11;7.07;0.72;7.52;4.58;0.10;
0.65;7.11;7.07;0.72;7.52;4.58;0.10;
0.65;7.11;7.07;0.72;7.52;4.58;0.10;
0.65;7.11;7.07;0.71;7.52;4.58;0.10;
0.65;7.11;7.07;0.71;7.52;4.58;0.10;
0.65;7.11;7.07;0.71;7.52;4.59;0.10;
0.65;7.11;7.07;0.71;7.52;4.59;0.10;
0.65;7.11;7.07;0.71;7.52;4.59;0.10;
0.65;7.11;7.07;0.70;7.52;4.59;0.10;
0.65;7.11;7.07;0.70;7.52;4.59;0.10;
0.65;7.11;7.07;0.70;7.52;4.59;0.10;
0.65;7.11;7.07;0.70;7.52;4.59;0.10;
0.65;7.11;7.07;0.70;7.52;4.60;0.10;
0.65;7.11;7.07;0.69;7.52;4.60;0.10;
0.65;7.10;7.07;0.69;7.52;4.60;0.10;
0.65;7.10;7.07;0.69;7.52;4.60;0.10;
0.65;7.10;7.07;0.69;7.52;4.60;0.10;
0.65;7.10;7.07;0.69;7.52;4.60;0.10;
0.65;7.10;7.07;0.68;7.52;4.60;0.10;
0.65;7.10;7.07;0.68;7.52;4.60;0.10;
0.65;7.10;7.07;0.68;7.52;4.61;0.10;
0.65;7.10;7.07;0.68;7.52;4.61;0.10;
0.65;7.10;7.07;0.68;7.53;4.61;0.10;
0.65;7.10;7.07;0.67;7.53;4.61;0.10;
0.65;7.10;7.07;0.67;7.53;4.61;0.09;
0.65;7.10;7.07;0.67;7.53;4.61;0.09;
0.65;7.10;7.07;0.67;7.53;4.61;0.09;
0.65;7.10;7.07;0.67;7.53;4.62;0.09;
0.65;7.10;7.07;0.67;7.53;4.62;0.09;
0.65;7.10;7.07;0.66;7.53;4.62;0.09;
0.65;7.10;7.07;0.66;7.53;4.62;0.09;
0.65;7.10;7.07;0.66;7.53;4.62;0.09;
0.65;7.10;7.07;0.66;7.53;4.62;0.09;
0.65;7.10;7.07;0.66;7.53;4.62;0.09;
0.65;7.10;7.07;0.65;7.53;4.63;0.09;
0.65;7.10;7.07;0.65;7.53;4.63;0.09;
0.65;7.10;7.07;0.65;7.53;4.63;0.09;
0.65;7.10;7.07;0.65;7.53;4.63;0.09;
0.65;7.10;7.07;0.65;7.53;4.63;0.09;
0.66;7.10;7.07;0.64;7.53;4.63;0.09;
0.66;7.10;7.07;0.64;7.53;4.63;0.09;
0.66;7.10;7.07;0.64;7.53;4.64;0.09;
0.66;7.10;7.07;0.64;7.53;4.64;0.09;
0.66;7.10;7.07;0.64;7.53;4.64;0.09;
0.66;7.10;7.07;0.63;7.53;4.64;0.09;
0.66;7.10;7.07;0.63;7.53;4.64;0.09;
0.66;7.10;7.07;0.63;7.53;4.64;0.09;
0.66;7.10;7.07;0.63;7.53;4.64;0.09;
0.66;7.10;7.07;0.63;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.62;7.53;4.65;0.09;
0.66;7.10;7.07;0.61;7.53;4.65;0.09;
0.66;7.10;7.07;0.61;7.53;4.66;0.09;
0.66;7.10;7.07;0.61;7.53;4.66;0.09;
0.66;7.10;7.07;0.61;7.53;4.66;0.09;
0.66;7.10;7.07;0.61;7.53;4.66;0.09;
0.66;7.10;7.07;0.60;7.53;4.66;0.09;
0.66;7.10;7.07;0.60;7.53;4.66;0.08;
0.66;7.10;7.07;0.60;7.53;4.66;0.08;
0.66;7.10;7.07;0.60;7.53;4.67;0.08;
0.66;7.10;7.07;0.60;7.53;4.67;0.08;
0.66;7.10;7.07;0.59;7.53;4.67;0.08;
0.66;7.10;7.07;0.59;7.53;4.67;0.08;
0.66;7.10;7.07;0.59;7.53;4.67;0.08;
0.66;7.10;7.07;0.59;7.53;4.67;0.08;
0.66;7.10;7.07;0.59;7.53;4.67;0.08;
0.66;7.10;7.07;0.58;7.53;4.68;0.08;
0.66;7.10;7.07;0.58;7.53;4.68;0.08;
0.66;7.09;7.07;0.58;7.53;4.68;0.08;
0.66;7.09;7.07;0.58;7.53;4.68;0.08;
0.66;7.09;7.07;0.58;7.53;4.68;0.08;
0.66;7.09;7.07;0.57;7.53;4.68;0.08;
0.66;7.09;7.07;0.57;7.53;4.68;0.08;
0.66;7.09;7.07;0.57;7.53;4.69;0.08;
0.66;7.09;7.07;0.57;7.53;4.69;0.08;
0.66;7.09;7.07;0.57;7.53;4.69;0.08;
0.66;7.09;7.07;0.57;7.53;4.69;0.08;
0.66;7.09;7.07;0.56;7.53;4.69;0.08;
0.66;7.09;7.07;0.56;7.53;4.69;0.08;
0.66;7.09;7.07;0.56;7.53;4.69;0.08;
0.66;7.09;7.07;0.56;7.53;4.70;0.08;
0.66;7.09;7.07;0.56;7.53;4.70;0.08;
0.66;7.09;7.07;0.55;7.53;4.70;0.08;
